generic_name,status,availability,shortage_reason,dosage_form,company_name,initial_posting_date,update_type,therapeutic_category,year,month,risk,generic_name_encoded,shortage_reason_encoded,dosage_form_encoded,company_name_encoded,update_type_encoded,therapeutic_category_encoded,production_drop_3m,import_dependency,demand_surge,days_since_last_shortage,manufacturer_shortage_history,price_increase_pct
Lisdexamfetamine Dimesylate Capsule,Current,Available,Unknown,Capsule,"Lannett Company, Inc.",2023-09-20,Reverified,Psychiatry,2023,9,0,132,8,0,65,1,15,24.229830609985857,50.30908256816918,1,595.7350698996173,7.866640006155535,29.78342300175042
Methotrexate Sodium Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2023-03-13,Reverified,Rheumatology,2023,3,0,140,8,8,54,1,19,21.547454001183606,19.677690160370844,0,797.1999120762669,0.6682379239298704,34.52180115860928
Metronidazole Injection,Current,Limited Availability,Other,Injection,InfoRLife SA,2022-01-13,Reverified,Anti-Infective,2022,1,0,145,3,8,57,1,2,42.673198749733444,53.49911299185432,1,53.9183124424207,8.096568941218564,0.0
Amantadine Hydrochloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Upsher-Smith Laboratories, LLC",2025-07-23,New,Antiviral,2025,7,1,8,8,24,122,0,3,38.046457568268394,40.50163313830532,1,737.5599106015604,3.83016373820663,27.635692080111006
Celecoxib Capsule,To Be Discontinued,Unknown,Unknown,Capsule,"Teva Pharmaceuticals USA, Inc.",2025-08-15,New,Analgesia/Addiction,2025,8,1,43,8,0,117,0,0,0.0,83.62046536294078,0,517.9848937185125,4.079715890212919,33.51904654342422
Cromolyn Sodium Concentrate,Current,Available,Unknown,Concentrate,"Mylan Specialty, a Viatris Company",2023-11-03,Reverified,Pulmonary/Allergy,2023,11,0,54,8,2,80,1,16,54.53080699451792,79.60643395472684,1,1059.4492593752439,6.680776121894383,13.828120538142688
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2016-10-14,Reverified,Anesthesia,2016,10,0,78,8,8,42,1,1,52.60182708294903,34.75227747940042,0,200.67776619111856,2.3771382895608015,11.782678636351678
Ropivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,InfoRLife SA,2018-03-27,Reverified,Anesthesia,2018,3,0,206,8,8,57,1,1,12.488745969809411,41.681570345532705,0,1485.5950663029555,0.0,9.479335921663166
Sodium Acetate Injection,Current,Limited Availability,Other,Injection,"Hospira, Inc., a Pfizer Company",2016-02-03,Revised,Endocrinology/Metabolism,2016,2,0,208,3,8,54,2,6,32.91607066874818,43.373153556615364,0,30.0,6.114584644587285,4.519915155014395
Carboplatin Injection,Current,Available,Unknown,Injection,Eugia US LLC,2023-04-28,Revised,Oncology,2023,4,0,38,8,8,38,2,11,34.88060372565478,35.0634915244883,0,384.673669777356,5.045712232885219,29.986400810117036
Dobutamine Hydrochloride Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2017-11-06,Reverified,Cardiovascular,2017,11,0,69,8,8,20,1,4,30.213475316478142,49.290549648618786,1,30.0,2.9191694593690722,54.22854374771257
Midazolam Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2020-04-02,Reverified,Anesthesia,2020,4,0,146,8,8,54,1,1,13.993896923091597,28.317794484473016,0,1147.868961897418,5.867594031811581,11.65969966762796
Sterile Water Injection,Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2021-11-23,Reverified,Other,2021,11,0,214,8,8,42,1,13,11.56753264123897,20.126462631374423,1,408.4046521644572,6.480830381395588,13.00177330692513
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2018-02-20,Reverified,Anesthesia,2018,2,0,32,8,8,54,1,1,24.488918580171095,58.69964692580591,0,439.9102229207511,0.0,20.23094805316843
Clonazepam Tablet,Current,Information pending,Unknown,Tablet,Rubicon Research Private Limited,2023-03-10,Reverified,Neurology,2023,3,0,51,8,24,100,1,10,48.45458038518729,58.84965085287984,0,655.1333343298245,4.067538923193182,0.0
Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Torrent Pharma Inc.,2025-06-13,New,Cardiovascular,2025,6,1,11,8,24,119,0,4,35.872003091888644,27.305053287480167,1,498.3181847854494,0.0,9.566774982621903
Hydroxocobalamin Injection,Current,Limited Availability,Requirements related to complying with good manufacturing practices,Injection,BTG International Inc.,2024-11-04,Reverified,Other,2024,11,0,109,5,8,19,1,13,17.58771335827788,64.6978194767772,0,292.1834552595328,3.6289204314646515,19.145514796051003
Lactated Ringers Injection,Resolved,Unknown,Unknown,Injection,B. Braun Medical Inc.,2024-10-11,Revised,Endocrinology/Metabolism,2024,10,0,125,8,8,18,2,6,40.433974212966895,31.10528995836271,0,60.17346227983313,2.8817732679139323,6.591075154986255
Azithromycin Injection,To Be Discontinued,Unknown,Unknown,Injection,Pfizer Inc.,2026-01-20,New,Anti-Infective,2026,1,1,23,8,8,92,0,2,0.0,50.56963523683559,0,558.9796908167002,5.47572705228172,37.96162064824502
Bumetanide Injection,Current,Unavailable,Demand increase for the drug,Injection,Sagent Pharmaceuticals,2018-01-31,Revised,Cardiovascular,2018,1,0,29,1,8,101,2,4,47.975314007442066,63.04756827747403,0,632.5917714413174,0.7808343111282201,0.5927395239816065
Hydromorphone Hydrochloride Injection,Current,Unavailable,Other,Injection,"Fresenius Kabi USA, LLC",2017-11-01,Reverified,Analgesia/Addiction,2017,11,0,108,3,8,42,1,0,0.0,44.26052357651832,0,743.3820327406052,2.735540392445444,33.51507986303173
Pravastatin Sodium Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2025-06-13,New,Cardiovascular,2025,6,1,191,8,24,117,0,4,17.751181171937358,55.00430006710496,1,1169.4543976072828,0.0,42.02753407828099
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2012-02-22,Reverified,Anesthesia,2012,2,0,78,8,8,54,1,1,2.606602107477123,33.63854783447342,0,30.0,5.672511463101512,25.725871172702398
Ezetimibe Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Actavis Pharma, Inc.",2025-06-27,New,Cardiovascular,2025,6,1,87,8,24,2,0,4,0.0,40.67773516458186,0,476.2989809265534,3.7348002496177792,17.93824164566034
Lidocaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Hikma Pharmaceuticals USA, Inc.",2018-06-13,Reverified,Anesthesia,2018,6,0,128,8,8,53,1,1,48.21653574757039,40.47109252063251,1,917.1082425374997,4.261724313461829,23.694227194587473
Lisdexamfetamine Dimesylate Capsule,Current,Limited Availability,Other,Capsule,"Teva Pharmaceuticals USA, Inc.",2023-07-14,Revised,Psychiatry,2023,7,0,132,3,0,117,2,15,15.645975973762173,28.575276376114743,0,456.4171514463974,0.0,13.391546990901588
Methotrexate Injection,To Be Discontinued,Unknown,Unknown,Injection,"Assertio Specialty Pharmaceuticals, LLC",2025-08-29,New,Rheumatology,2025,8,1,139,8,8,14,0,19,31.930077634614314,41.110968411452795,1,30.0,5.194186524559015,0.0
Zileuton Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Chiesi USA, Inc.",2025-04-01,New,Pulmonary/Allergy,2025,4,1,240,8,24,25,0,16,24.061588422416317,10.930397424997572,0,48.136148802527714,8.958249110542678,5.311215004934494
Bupivacaine Hydrochloride Injection,Current,Unavailable,Demand increase for the drug,Injection,"Fresenius Kabi USA, LLC",2018-02-20,Reverified,Anesthesia,2018,2,0,31,1,8,42,1,1,34.54081654446243,34.194617562873695,0,614.9994473870618,3.445261843371428,19.83231326783177
Calcitriol Capsule,To Be Discontinued,Unknown,Unknown,Capsule,"Teva Pharmaceuticals USA, Inc.",2025-12-04,New,Endocrinology/Metabolism,2025,12,1,34,8,0,117,0,6,26.53643782120511,38.73273914586724,1,602.2690532091692,5.950266724244933,5.889696725442274
Carboplatin Injection,Current,Limited Availability,Demand increase for the drug,Injection,Gland Pharma Limited,2023-04-28,Reverified,Oncology,2023,4,0,38,1,8,47,1,11,0.0,39.36404544510164,0,735.3818944193573,1.3881369306223457,13.803156713460304
Fentanyl Citrate Injection,Current,Available,Unknown,Injection,"Hikma Pharmaceuticals USA, Inc.",2023-12-20,Revised,Analgesia/Addiction,2023,12,0,88,8,8,53,2,0,44.925336388942796,39.68705619084287,1,226.64686975813555,3.7694314298588343,27.18768739117241
Lorazepam Injection,Current,Limited Availability,Demand increase for the drug,Injection,"Hikma Pharmaceuticals USA, Inc.",2018-09-05,Revised,Neurology,2018,9,0,134,1,8,53,2,10,15.12486833677375,43.641187603077164,0,590.9591322217542,0.0,22.175362587087406
Dextrose Monohydrate 5% Injection,Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2022-02-14,Reverified,Endocrinology/Metabolism,2022,2,0,64,8,8,42,1,6,0.0,55.5477133978934,0,168.9478422362863,6.364365414080387,35.87712158178446
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Available,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2022-10-12,Revised,Psychiatry,2022,10,0,12,8,24,117,2,15,16.437696780681748,64.2393756309155,0,590.9852977752919,4.47952173149619,24.412513070024033
Hydrochlorothiazide Capsule,To Be Discontinued,Unknown,Unknown,Capsule,"Teva Pharmaceuticals USA, Inc.",2025-11-19,New,Cardiovascular,2025,11,1,105,8,0,117,0,4,55.015195812686216,30.705165009338124,0,518.6242689862389,0.342140842521812,25.294561245843017
Sufentanil Citrate Injection,Current,Unavailable,Other,Injection,"Hikma Pharmaceuticals USA, Inc.",2022-05-03,Revised,Analgesia/Addiction,2022,5,0,217,3,8,53,2,0,42.00443484226986,18.52958118143882,1,212.69899294298352,1.5944134694857555,9.315660712905807
Dexmedetomidine Hydrochloride Injection,Current,Available,Unknown,Injection,Pfizer Inc.,2020-04-10,Reverified,Anesthesia,2020,4,0,62,8,8,92,1,1,18.026957311842814,22.075022930651734,0,1045.3642707669405,4.183258517794938,0.03340851887906027
Insulin Lispro-aabc Injection,To Be Discontinued,Unknown,Unknown,Injection,Eli Lilly and Co.,2025-10-24,New,Endocrinology/Metabolism,2025,10,1,117,8,8,33,0,6,18.014845913631426,34.28153573371161,1,30.0,6.771595047892523,13.806167824842035
Lasmiditan Succinate Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Eli Lilly and Co.,2025-11-03,New,Neurology,2025,11,1,126,8,24,33,0,10,18.56729897565235,37.2577310080368,1,450.43265594631544,8.438581610555554,9.092226760206968
Lisdexamfetamine Dimesylate Capsule,Current,Unavailable,Shortage of an active ingredient,Capsule,"Mylan Pharmaceuticals Inc., a Viatris Company",2023-07-14,Reverified,Psychiatry,2023,7,0,132,6,0,79,1,15,66.53495967121682,28.060086543655938,0,204.9830524864915,3.5976238628645296,17.498485536882715
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Unavailable,Shortage of an active ingredient,Tablet,SpecGx LLC,2023-07-26,Reverified,Psychiatry,2023,7,0,142,6,24,109,1,15,32.63870904463107,16.485433386502322,0,1141.9707125496961,0.0,4.009424556719097
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2018-02-20,Reverified,Anesthesia,2018,2,0,32,8,8,42,1,1,33.600832943821395,34.96534179556786,1,709.4393026671466,4.715395420971384,32.63733105852709
Levothyroxine Sodium Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"EMD Serono, Inc.",2025-07-10,New,Endocrinology/Metabolism,2025,7,1,127,8,24,31,0,6,45.605669080636844,48.99138564250737,1,272.74136862036363,9.354647197097055,9.036876102297343
Lidocaine Hydrochloride Injection,Current,Unavailable,Other,Injection,"Hospira, Inc., a Pfizer Company",2012-02-22,Revised,Anesthesia,2012,2,0,128,3,8,54,2,1,29.77578318053027,58.09064824838242,0,402.0996487378696,0.0,14.543464679402746
Lisdexamfetamine Dimesylate Capsule,Current,Unavailable,Shortage of an active ingredient,Capsule,Amneal Pharmaceuticals,2023-07-14,Reverified,Psychiatry,2023,7,0,132,6,0,10,1,15,19.81915708358594,32.736692831616935,0,1151.440080893185,1.1362130521332068,19.697118455393507
Morphine Sulfate Injection,Current,Unavailable,Other,Injection,"Fresenius Kabi USA, LLC",2017-10-31,Revised,Analgesia/Addiction,2017,10,0,151,3,8,42,2,0,21.073003018300433,35.91404791284445,0,168.80352889448932,5.832893032739929,36.84765419902524
Dexmedetomidine Hydrochloride Injection,Current,Available,Unknown,Injection,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",2020-04-10,Reverified,Anesthesia,2020,4,0,62,8,8,62,1,1,23.56797481171872,24.612637205359164,1,30.0,4.4607974057624995,46.38039255432295
Technetium TC-99M Pyrophosphate Kit Injection,Current,Unavailable,Shortage of an active ingredient,Injection,"Sun Pharmaceutical Industries, Inc.",2023-12-27,Revised,Medical Imaging,2023,12,0,223,6,8,113,2,9,24.255555269803168,44.30833825175492,0,601.852401862335,2.364940815205596,47.411629116706926
Amino Acid Injection,Current,Available,Unknown,Injection,B. Braun Medical Inc.,2020-12-08,Reverified,Gastroenterology,2020,12,0,9,8,8,18,1,7,39.5525908727396,26.334570047802078,1,609.774128592737,4.660341619904357,0.7730656947288743
Clindamycin Phosphate Injection,Current,Available,Unknown,Injection,Sandoz Inc.,2023-03-21,Reverified,Anti-Infective,2023,3,0,49,8,8,103,1,2,26.03891771614599,57.6088118913064,0,733.112100686451,6.932635605562946,14.402892856925046
Quinapril Hydrochloride Tablet,Current,Unavailable,Discontinuation of the manufacture of the drug,Tablet,Aurobindo Pharma USA,2023-01-19,Reverified,Cardiovascular,2023,1,0,196,2,24,16,1,4,39.652801544311586,5.710937177449551,0,735.4190163051834,3.704990973422503,11.549203243215459
Sterile Water Injection,Current,Available,Unknown,Injection,"Medefil, Inc.",2021-11-23,Reverified,Other,2021,11,0,214,8,8,70,1,13,23.385668397828354,37.088147206045825,0,1119.74697775683,3.4419769171237107,25.554636915884135
Desmopressin Acetate Spray,Current,Unavailable,Delay in shipping of the drug,Spray,Apotex Corp.,2021-03-12,Revised,Hematology,2021,3,0,58,0,22,12,2,8,26.57270380632181,51.624361462218324,0,30.0,5.76707250977715,24.639239048203898
Etomidate Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2022-10-05,Reverified,Anesthesia,2022,10,0,85,8,8,54,1,1,0.0,49.0443593590951,0,79.01888187413346,3.1884553542874112,11.254972274510056
Hydrocortisone Sodium Succinate Injection,Resolved,Unknown,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2023-03-24,Revised,Pulmonary/Allergy,2023,3,0,107,8,8,54,2,16,43.326553494049634,100.0,0,731.7711668811655,7.427570682634391,10.070953868549365
"Methylphenidate Film, Extended Release",Current,Available,Unknown,"Film, Extended Release","Noven Pharmaceuticals, Inc.",2025-02-28,Revised,Psychiatry,2025,2,0,141,8,4,85,2,15,31.929769517959855,52.69560054049396,0,113.03107439994591,10.080219035453055,5.038493918723786
Rocuronium Bromide Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2023-02-15,Reverified,Anesthesia,2023,2,0,205,8,8,54,1,1,44.96020219719304,22.910798869475773,0,30.0,1.3211740956110143,0.0
Pilocarpine Hydrochloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Actavis Pharma, Inc.",2025-09-19,New,Other,2025,9,1,181,8,24,2,0,13,0.0,42.89978656404039,0,1153.0455932998448,0.24992340164785265,0.5275319970089569
Desipramine Hydrochloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Avet Pharmaceuticals, Inc.",2025-08-12,New,Psychiatry,2025,8,1,57,8,24,17,0,15,66.76749409561455,5.92258066373806,1,30.0,5.115157716070129,33.001619977769195
"Propafenone Hydrochloride Capsule, Extended Release",To Be Discontinued,Unknown,Unknown,"Capsule, Extended Release","Upsher-Smith Laboratories, LLC",2025-05-14,New,Cardiovascular,2025,5,1,194,8,1,122,0,4,22.208207436896526,43.22680551547126,0,377.0547870112741,0.1434864309162931,41.970567256118684
Sodium Acetate Injection,Current,Available,Unknown,Injection,Milla Pharmaceuticals,2016-02-03,Reverified,Endocrinology/Metabolism,2016,2,0,208,8,8,76,1,6,47.16365633475033,26.67276674598331,0,479.22139206900846,0.09226756313938855,40.21786380893735
Bupivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2018-02-20,Revised,Anesthesia,2018,2,0,31,8,8,54,2,1,4.201881457489382,65.13858606232355,0,958.1978246871472,0.0,33.63850913274455
Clonazepam Tablet,Current,Available,Unknown,Tablet,"Prinston Pharmaceutical, Inc.",2023-03-10,Reverified,Neurology,2023,3,0,51,8,24,95,1,10,37.25547810125139,32.910113958898236,1,30.0,2.8532432572843747,4.820870802276124
Dexmedetomidine Hydrochloride Injection,Current,Available,Unknown,Injection,HQ Specialty Pharma,2020-04-10,Reverified,Anesthesia,2020,4,0,62,8,8,50,1,1,3.9316887365268762,42.431149852504575,0,645.4163030271872,3.90102909151825,2.2816632858742665
Fentanyl Citrate Injection,Current,Unavailable,Demand increase for the drug,Injection,"Fresenius Kabi USA, LLC",2012-01-01,Reverified,Analgesia/Addiction,2012,1,0,88,1,8,42,1,0,12.524620786083897,31.017727489103123,1,188.36802960897273,2.447911032573302,0.0
Lidocaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2012-02-22,Reverified,Anesthesia,2012,2,0,128,8,8,42,1,1,63.28062707733572,83.25472974077329,1,719.6639244073576,8.170999550596514,11.252042631744192
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Limited Availability,Delay in shipping of the drug,Tablet,SpecGx LLC,2023-07-26,Revised,Psychiatry,2023,7,0,142,0,24,109,2,15,21.18635198473307,37.93265914540594,1,182.61729589059928,7.947661801138352,21.306593289589564
Methotrexate Injection,To Be Discontinued,Unknown,Unknown,Injection,"Assertio Specialty Pharmaceuticals, LLC",2025-08-29,New,Rheumatology,2025,8,1,139,8,8,14,0,19,29.348657463594456,85.31625495654244,0,1050.3071896650222,9.78653189206527,4.883235921234737
Methylprednisolone Acetate Injection,Current,Available,Unknown,Injection,Pfizer Inc.,2021-12-15,Reverified,Rheumatology,2021,12,0,143,8,8,92,1,19,42.401354613775084,62.911338766601865,1,184.6604935508107,4.139585397801126,26.466321104556528
Ropivacaine Hydrochloride Injection,Current,Unavailable,Demand increase for the drug,Injection,"Fresenius Kabi USA, LLC",2018-03-23,Reverified,Anesthesia,2018,3,0,206,1,8,42,1,1,34.913637759452094,55.6054680013785,0,30.0,7.55145717553233,29.777866542734017
Clonazepam Tablet,Current,Available,Unknown,Tablet,Cheplapharm Arzneimittel GmbH,2023-03-10,Reverified,Neurology,2023,3,0,51,8,24,24,1,10,28.00837810287153,53.11212924098543,0,223.90276259054463,4.926557946361459,12.882643328774417
Fentanyl Citrate Injection,Current,Available,Unknown,Injection,"Hikma Pharmaceuticals USA, Inc.",2023-12-20,Revised,Analgesia/Addiction,2023,12,0,88,8,8,53,2,0,32.29922004932451,53.66354056075753,1,408.54496130088677,4.625146937558863,0.0
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Available,Unknown,Tablet,"Lannett Company, Inc.",2023-07-26,Reverified,Psychiatry,2023,7,0,142,8,24,65,1,15,73.0683117047655,2.591203254396582,0,878.8238556068081,2.5978417741136157,40.71389845701947
Peritoneal Dialysis Solution,To Be Discontinued,Unknown,Unknown,Solution,Fresenius Medical Care North America,2026-03-10,New,Renal,2026,3,1,176,8,21,43,0,17,23.847624059328293,38.864565328683355,1,59.55480930227776,0.0,20.52713336931308
Quinapril Hydrochloride Tablet,Current,Unavailable,Discontinuation of the manufacture of the drug,Tablet,Aurobindo Pharma USA,2023-01-19,Reverified,Cardiovascular,2023,1,0,196,2,24,16,1,4,29.02198093429935,63.593475366055074,0,66.47385551007352,5.911874365041969,49.11809012398883
Vecuronium Bromide Injection,To Be Discontinued,Unknown,Unknown,Injection,Sun Pharmaceutical Industries Limited,2025-09-08,New,Anesthesia,2025,9,1,235,8,8,112,0,1,46.013087920152245,43.92426196356968,1,836.2022662981444,7.4624087095840705,21.385687240881026
