generic_name,status,therapeutic_category,company_name,year,month,shortage_reason,production_drop_3m,import_dependency,risk_prediction,risk_label
Fentanyl Citrate Injection,Current,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2023,12,Unknown,44.9253363889428,39.68705619084287,0,Not At Risk
Lorazepam Injection,Current,Neurology,"Hikma Pharmaceuticals USA, Inc.",2018,9,Demand increase for the drug,15.12486833677375,43.64118760307717,0,Not At Risk
Dextrose Monohydrate 5% Injection,Current,Endocrinology/Metabolism,"Fresenius Kabi USA, LLC",2022,2,Unknown,0.0,55.5477133978934,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,"Teva Pharmaceuticals USA, Inc.",2022,10,Unknown,16.437696780681748,64.2393756309155,0,Not At Risk
Hydrochlorothiazide Capsule,To Be Discontinued,Cardiovascular,"Teva Pharmaceuticals USA, Inc.",2025,11,Unknown,55.015195812686216,30.705165009338124,1,At Risk
Sufentanil Citrate Injection,Current,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2022,5,Other,42.00443484226986,18.52958118143882,0,Not At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Pfizer Inc.,2020,4,Unknown,18.02695731184281,22.07502293065173,0,Not At Risk
Insulin Lispro-aabc Injection,To Be Discontinued,Endocrinology/Metabolism,Eli Lilly and Co.,2025,10,Unknown,18.014845913631422,34.28153573371161,1,At Risk
Lasmiditan Succinate Tablet,To Be Discontinued,Neurology,Eli Lilly and Co.,2025,11,Unknown,18.56729897565235,37.2577310080368,1,At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Mylan Pharmaceuticals Inc., a Viatris Company",2023,7,Shortage of an active ingredient,66.53495967121682,28.060086543655935,0,Not At Risk
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,SpecGx LLC,2023,7,Shortage of an active ingredient,32.63870904463107,16.485433386502322,0,Not At Risk
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Anesthesia,"Fresenius Kabi USA, LLC",2018,2,Unknown,33.600832943821395,34.96534179556786,0,Not At Risk
Levothyroxine Sodium Tablet,To Be Discontinued,Endocrinology/Metabolism,"EMD Serono, Inc.",2025,7,Unknown,45.60566908063685,48.99138564250737,1,At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2012,2,Other,29.77578318053027,58.09064824838242,1,At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Amneal Pharmaceuticals,2023,7,Shortage of an active ingredient,19.81915708358594,32.736692831616935,0,Not At Risk
Morphine Sulfate Injection,Current,Analgesia/Addiction,"Fresenius Kabi USA, LLC",2017,10,Other,21.073003018300437,35.91404791284445,0,Not At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,"Jiangsu Hengrui Pharmaceuticals Co., Ltd.",2020,4,Unknown,23.56797481171872,24.612637205359164,0,Not At Risk
Technetium TC-99M Pyrophosphate Kit Injection,Current,Medical Imaging,"Sun Pharmaceutical Industries, Inc.",2023,12,Shortage of an active ingredient,24.255555269803168,44.30833825175492,0,Not At Risk
Amino Acid Injection,Current,Gastroenterology,B. Braun Medical Inc.,2020,12,Unknown,39.5525908727396,26.33457004780208,1,At Risk
Clindamycin Phosphate Injection,Current,Anti-Infective,Sandoz Inc.,2023,3,Unknown,26.03891771614599,57.6088118913064,0,Not At Risk
Quinapril Hydrochloride Tablet,Current,Cardiovascular,Aurobindo Pharma USA,2023,1,Discontinuation of the manufacture of the drug,39.65280154431159,5.710937177449551,0,Not At Risk
Sterile Water Injection,Current,Other,"Medefil, Inc.",2021,11,Unknown,23.385668397828358,37.08814720604583,0,Not At Risk
Desmopressin Acetate Spray,Current,Hematology,Apotex Corp.,2021,3,Delay in shipping of the drug,26.57270380632181,51.62436146221832,0,Not At Risk
Etomidate Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2022,10,Unknown,0.0,49.0443593590951,1,At Risk
Hydrocortisone Sodium Succinate Injection,Resolved,Pulmonary/Allergy,"Hospira, Inc., a Pfizer Company",2023,3,Unknown,43.326553494049634,100.0,0,Not At Risk
"Methylphenidate Film, Extended Release",Current,Psychiatry,"Noven Pharmaceuticals, Inc.",2025,2,Unknown,31.92976951795985,52.69560054049396,0,Not At Risk
Rocuronium Bromide Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2023,2,Unknown,44.96020219719304,22.910798869475773,0,Not At Risk
Pilocarpine Hydrochloride Tablet,To Be Discontinued,Other,"Actavis Pharma, Inc.",2025,9,Unknown,0.0,42.89978656404039,1,At Risk
Desipramine Hydrochloride Tablet,To Be Discontinued,Psychiatry,"Avet Pharmaceuticals, Inc.",2025,8,Unknown,66.76749409561455,5.92258066373806,1,At Risk
"Propafenone Hydrochloride Capsule, Extended Release",To Be Discontinued,Cardiovascular,"Upsher-Smith Laboratories, LLC",2025,5,Unknown,22.20820743689653,43.22680551547126,1,At Risk
Sodium Acetate Injection,Current,Endocrinology/Metabolism,Milla Pharmaceuticals,2016,2,Unknown,47.16365633475033,26.67276674598331,0,Not At Risk
Bupivacaine Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2018,2,Unknown,4.201881457489382,65.13858606232355,0,Not At Risk
Clonazepam Tablet,Current,Neurology,"Prinston Pharmaceutical, Inc.",2023,3,Unknown,37.25547810125139,32.91011395889824,0,Not At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,HQ Specialty Pharma,2020,4,Unknown,3.931688736526876,42.431149852504575,1,At Risk
Fentanyl Citrate Injection,Current,Analgesia/Addiction,"Fresenius Kabi USA, LLC",2012,1,Demand increase for the drug,12.524620786083895,31.017727489103123,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2012,2,Unknown,63.28062707733572,83.25472974077329,0,Not At Risk
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,SpecGx LLC,2023,7,Delay in shipping of the drug,21.18635198473307,37.93265914540594,1,At Risk
Methotrexate Injection,To Be Discontinued,Rheumatology,"Assertio Specialty Pharmaceuticals, LLC",2025,8,Unknown,29.348657463594456,85.31625495654244,1,At Risk
Methylprednisolone Acetate Injection,Current,Rheumatology,Pfizer Inc.,2021,12,Unknown,42.40135461377509,62.911338766601865,0,Not At Risk
Ropivacaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2018,3,Demand increase for the drug,34.913637759452094,55.6054680013785,0,Not At Risk
Clonazepam Tablet,Current,Neurology,Cheplapharm Arzneimittel GmbH,2023,3,Unknown,28.00837810287153,53.11212924098543,0,Not At Risk
Fentanyl Citrate Injection,Current,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2023,12,Unknown,32.29922004932451,53.66354056075753,1,At Risk
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,"Lannett Company, Inc.",2023,7,Unknown,73.0683117047655,2.591203254396582,0,Not At Risk
Peritoneal Dialysis Solution,To Be Discontinued,Renal,Fresenius Medical Care North America,2026,3,Unknown,23.847624059328293,38.86456532868336,1,At Risk
Quinapril Hydrochloride Tablet,Current,Cardiovascular,Aurobindo Pharma USA,2023,1,Discontinuation of the manufacture of the drug,29.02198093429935,63.593475366055074,0,Not At Risk
Vecuronium Bromide Injection,To Be Discontinued,Anesthesia,Sun Pharmaceutical Industries Limited,2025,9,Unknown,46.013087920152245,43.92426196356968,1,At Risk
Midazolam Hydrochloride Injection,Current,Anesthesia,Gland Pharma Limited,2020,4,Other,47.11051865915968,14.08582337032135,0,Not At Risk
Nilutamide Tablet,To Be Discontinued,Oncology,Advanz Pharma (US) Corp.,2025,12,Unknown,48.740606111207605,43.84710208729568,1,At Risk
Pentamidine Isethionate Injection,To Be Discontinued,Anti-Infective,"XGen Pharmaceuticals DJB, Inc.",2026,3,Unknown,37.774604440583694,82.49032135762081,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Apotex Corp.,2023,11,Unknown,2.139901745390329,72.43161774176383,0,Not At Risk
Meperidine Hydrochloride Injection,Current,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2025,5,Unknown,57.66863064602192,43.6359117939473,1,At Risk
Sterile Water Irrigant,Current,Gastroenterology,Otsuka ICU Medical LLC,2023,4,Other,2.0730921396262403,65.93188409527791,1,At Risk
Conivaptan Hydrochloride Injection,Current,Cardiovascular,Cumberland Pharmaceuticals Inc.,2022,3,Delay in shipping of the drug,31.052709304780663,36.93684555190286,1,At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Rhodes Pharmaceuticals L.P.,2023,7,Unknown,9.914482999612842,7.514825089812184,1,At Risk
Carboplatin Injection,Current,Oncology,"Hospira, Inc., a Pfizer Company",2023,4,Unknown,23.71723306814015,24.661748261149803,1,At Risk
Paricalcitol Capsule,To Be Discontinued,Endocrinology/Metabolism,AbbVie Inc.,2025,10,Unknown,31.57524820606961,79.38355290718036,1,At Risk
Bupivacaine Hydrochloride Injection,Current,Anesthesia,"Somerset Therapeutics, LLC",2018,2,Unknown,31.427144309005463,38.97215219975531,0,Not At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,"Par Health, USA LLC",2020,4,Unknown,33.438415084705696,39.6455524537496,0,Not At Risk
Fentanyl Citrate Injection,Current,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2012,1,Unknown,57.27422538117294,38.40355968195263,0,Not At Risk
Prazosin Hydrochloride Capsule,To Be Discontinued,Cardiovascular,Pfizer Inc.,2023,4,Unknown,34.0706860302796,86.89100497060616,1,At Risk
"Propafenone Hydrochloride Capsule, Extended Release",To Be Discontinued,Cardiovascular,"Upsher-Smith Laboratories, LLC",2025,5,Unknown,20.116867294187024,80.7710961379654,1,At Risk
Cobicistat Tablet,To Be Discontinued,Antiviral,"Gilead Sciences, Inc.",2025,10,Unknown,44.28174336576714,93.81316513585897,1,At Risk
Carboplatin Injection,Current,Oncology,Eugia US LLC,2023,4,Unknown,48.78940977849281,41.50100537119887,0,Not At Risk
Ceftazidime Injection,To Be Discontinued,Anti-Infective,"Hospira, Inc., a Pfizer Company",2025,11,Unknown,0.4478436972601507,51.50373875243609,1,At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2012,2,Demand increase for the drug,36.94800139699716,11.633863912742598,0,Not At Risk
Atropine Sulfate Injection,Current,Anesthesia,Accord Healthcare Inc.,2020,1,Unknown,39.023454846217966,77.49255737460203,0,Not At Risk
Clindamycin Hydrochloride Capsule,To Be Discontinued,Anti-Infective,Pfizer Inc.,2026,2,Unknown,19.04872993280016,19.30884987210543,1,At Risk
Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,"Fresenius Kabi USA, LLC",2017,11,Other,52.51413626623239,49.76906240277784,0,Not At Risk
Nebivolol Hydrochloride Tablet,To Be Discontinued,Cardiovascular,Torrent Pharmaceuticals Limited,2026,3,Unknown,21.998888259349464,20.859344392077432,1,At Risk
Bupivacaine Hydrochloride Injection,Current,Anesthesia,Eugia US LLC,2018,2,Unknown,27.511529069430846,32.04492981174869,0,Not At Risk
Meperidine Hydrochloride Injection,Current,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2025,5,Other,21.538563514322608,26.580226516906592,0,Not At Risk
Furosemide Injection,Current,Cardiovascular,Baxter Healthcare,2020,4,Unknown,25.311580951629352,31.626744265132007,0,Not At Risk
Nortriptyline Hydrochloride Capsule,To Be Discontinued,Psychiatry,"Teva Pharmaceuticals USA, Inc.",2025,5,Unknown,3.0744982620959647,33.13930053072247,1,At Risk
Lactated Ringers Injection,Resolved,Endocrinology/Metabolism,Otsuka ICU Medical LLC,2024,10,Unknown,0.0,32.93808651164831,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Alvogen,2023,7,Unknown,56.89010126449944,63.33334605916676,0,Not At Risk
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,"Lannett Company, Inc.",2023,7,Unknown,8.060773033633446,20.69301855262456,1,At Risk
Itraconazole Capsule,To Be Discontinued,Anti-Infective,Janssen Pharmaceuticals,2026,2,Unknown,5.172153010873856,49.85191139430507,1,At Risk
Rocuronium Bromide Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2023,2,Unknown,0.0,71.79510135072229,0,Not At Risk
Carboplatin Injection,Current,Oncology,Teyro Labs,2023,4,Discontinuation of the manufacture of the drug,12.220765046209957,33.70967998070529,0,Not At Risk
Midodrine Hydrochloride Tablet,To Be Discontinued,Cardiovascular,"Upsher-Smith Laboratories, LLC",2025,4,Unknown,0.0,29.20578440355276,0,Not At Risk
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Anesthesia,"Fresenius Kabi USA, LLC",2018,2,Unknown,57.84030320272738,39.92845824603448,0,Not At Risk
Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,"Teva Pharmaceuticals USA, Inc.",2017,11,Unknown,45.196341786852685,70.95395458393563,0,Not At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Accord Healthcare Inc.,2020,4,Requirements related to complying with good manufacturing practices,11.236993096445524,49.27036788097387,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2012,2,Unknown,70.04871610688618,33.31328551863283,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Aurobindo Pharma USA,2022,10,Shortage of an active ingredient,44.63530973983188,55.64528632613688,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,"Sunrise Pharmaceutical, Inc.",2022,10,Unknown,18.50337232982755,20.749572703598687,0,Not At Risk
Amlodipine Besylate; Benazepril Hydrochloride Capsule,To Be Discontinued,Cardiovascular,Novartis Pharmaceuticals Corporation,2025,6,Unknown,0.0,59.98990922974485,1,At Risk
Furosemide Injection,Current,Cardiovascular,Gland Pharma Limited,2020,4,Other,70.81885145181484,53.98936076943889,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Sun Pharmaceutical Industries, Inc.",2023,7,Unknown,0.0,38.22821363494455,0,Not At Risk
Nystatin Topical Powder,To Be Discontinued,Anti-Infective,"Upsher-Smith Laboratories, LLC",2025,4,Unknown,0.0,26.55111243416092,1,At Risk
Sterile Water Irrigant,Current,Gastroenterology,Otsuka ICU Medical LLC,2023,4,Discontinuation of the manufacture of the drug,45.45140864019281,25.49301970976394,0,Not At Risk
Azithromycin Injection,To Be Discontinued,Anti-Infective,"Hospira, Inc., a Pfizer Company",2025,9,Unknown,73.79504812678546,56.76598139961003,1,At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2020,4,Delay in shipping of the drug,52.68545637021036,72.03757105475935,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Hikma Pharmaceuticals USA, Inc.",2018,6,Unknown,36.27818240104719,30.97922956536652,0,Not At Risk
Insulin Degludec Injection,To Be Discontinued,Endocrinology/Metabolism,"Novo Nordisk, Inc.",2025,7,Unknown,36.89508683330572,55.08450747813265,1,At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Apotex Corp.,2023,11,Unknown,42.06831117560616,0.0,0,Not At Risk
Sterile Water Injection,Current,Other,"Hospira, Inc., a Pfizer Company",2021,12,Other,40.1785717957353,32.13840992554161,0,Not At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Amneal Pharmaceuticals,2020,4,Unknown,30.62382847938752,44.31670347684016,0,Not At Risk
Dextrose Monohydrate 10% Injection,Current,Endocrinology/Metabolism,Otsuka ICU Medical LLC,2022,3,Unknown,27.08402207903752,24.98696482639966,0,Not At Risk
Insulin Lispro Injection,To Be Discontinued,Endocrinology/Metabolism,Eli Lilly and Co.,2025,10,Unknown,23.74813744200955,24.39685975462889,0,Not At Risk
Lactated Ringers Injection,Resolved,Endocrinology/Metabolism,B. Braun Medical Inc.,2024,10,Unknown,9.920708222666477,30.308849757684506,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Alvogen,2023,7,Unknown,19.38649846266452,51.42824002318021,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Solco Healthcare US, LLC",2023,7,Shortage of an active ingredient,0.0,40.87876159505976,1,At Risk
Atropine Sulfate Injection,Current,Anesthesia,Accord Healthcare Inc.,2012,1,Requirements related to complying with good manufacturing practices,23.033207464105,0.0,0,Not At Risk
Desmopressin Acetate Spray,Current,Hematology,Ferring,2021,3,Requirements related to complying with good manufacturing practices,5.228177856981652,0.0,0,Not At Risk
Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2017,11,Unknown,2.92821365568458,31.648966087142146,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2012,2,Demand increase for the drug,28.59788302306957,55.06910489317815,0,Not At Risk
Bupivacaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2018,2,Demand increase for the drug,52.84004572689199,0.0,0,Not At Risk
Pemetrexed Ditromethamine Injection,To Be Discontinued,Oncology,Pfizer Inc.,2025,7,Unknown,43.36633212004626,34.005936124664125,1,At Risk
Atropine Sulfate Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2012,1,Discontinuation of the manufacture of the drug,0.0,33.42254715661674,0,Not At Risk
Spironolactone Tablet,To Be Discontinued,Cardiovascular,Pfizer Inc.,2025,12,Unknown,5.2074372685932495,75.54343112058585,1,At Risk
Ursodiol Tablet,To Be Discontinued,Other,"Teva Pharmaceuticals USA, Inc.",2025,3,Unknown,43.81542375976432,36.529520142317,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Lannett Company, Inc.",2023,7,Unknown,5.350252129233809,53.42575766430043,0,Not At Risk
Metronidazole Injection,Current,Anti-Infective,InfoRLife SA,2022,1,Unknown,20.507337000059508,48.10765708192419,0,Not At Risk
Morphine Sulfate Injection,Current,Analgesia/Addiction,"Amphastar Pharmaceuticals, Inc.",2018,12,Unknown,36.00104198049104,0.0,0,Not At Risk
Carboplatin Injection,To Be Discontinued,Oncology,Ingenus Pharmaceuticals LLC,2026,2,Unknown,5.633110902727296,61.90055876589823,1,At Risk
Fluphenazine Hydrochloride Tablet,To Be Discontinued,Neurology,"Upsher-Smith Laboratories, LLC",2025,9,Unknown,27.1075101229192,49.73872312003834,1,At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,"Epic Pharma, LLC",2022,10,Unknown,0.0,56.18191007284097,0,Not At Risk
Dextrose Monohydrate 70% Injection,Current,Endocrinology/Metabolism,B. Braun Medical Inc.,2024,10,Unknown,12.972647120975726,100.0,0,Not At Risk
Fondaparinux Sodium Injection,To Be Discontinued,Hematology,"Jiangsu Hengrui Pharmaceuticals Co. (US Agent eVenus Pharmaceutical Laboratories, Inc.)",2025,9,Unknown,31.395638682850738,0.0,1,At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Hikma Pharmaceuticals USA, Inc.",2018,6,Unknown,0.0,82.9433262947444,1,At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2012,2,Unknown,33.80949475920798,38.67615457319218,0,Not At Risk
Bupivacaine Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2018,2,Unknown,24.60724402146637,51.321235896866206,0,Not At Risk
